TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,100168,0,0,0,0,,0,82,14,0,0,2,15,"$19,148","$45,048",18,0,0,3,3,43%,80%,0,0,2,75%,0,0,13%
0,100268,0,0,0,6,2,6,270,4,0,5,5,12,"$12,659","$49,235",21,0,0,1,1,26%,73%,0,0,0,55%,0,0,42%
0,100292,0,0,0,5,1,5,134,3,1,3,4,6,"$14,267","$16,064",9,0,0,4,5,89%,70%,0,0,2,60%,0,0,67%
0,100447,1,0,1,7,0,7,87,5,0,2,9,8,"$17,456","$20,889",12,2,1,5,8,84%,79%,0,1,2,57%,1,1,113%
0,100474,0,0,0,13,0,7,69,9,0,1,1,1,,,3,0,0,,,,67%,0,0,0,33%,0,0,100%
0,100476,1,0,0,0,15,0,90,5,0,3,7,7,"$19,386","$44,980",15,0,0,2,2,43%,63%,0,0,0,44%,0,0,100%
0,100572,0,0,0,1,1,0,25,25,0,0,0,1,"$3,102","$5,300",1,0,0,0,1,59%,100%,0,0,0,100%,0,0,0%
0,100612,2,2,0,1,1,1,122,34,0,0,0,1,"$1,223","$7,338",3,1,0,0,0,17%,50%,0,0,1,25%,2,0,0%
0,100699,0,0,0,1,4,0,333,19,0,0,1,8,"$27,929","$30,508",13,1,0,4,4,92%,67%,0,0,2,53%,0,0,13%
0,100725,0,0,0,0,,0,262,8,0,2,3,7,"$10,824","$13,113",16,0,0,3,3,83%,59%,0,0,0,41%,0,0,43%
0,100730,0,0,0,0,18,1,137,9,0,2,5,13,"$19,603","$43,116",25,0,0,1,2,45%,43%,3,0,1,46%,0,1,38%
0,100792,1,0,1,0,7,1,131,7,0,2,6,8,"$27,949","$33,416",17,0,0,4,6,84%,44%,3,0,0,44%,0,0,75%
0,100799,0,0,0,1,2,3,106,10,0,1,6,7,"$17,812","$34,976",12,0,0,3,4,51%,92%,0,0,0,58%,0,0,86%
0,100821,0,0,0,11,0,6,58,2,1,7,12,13,"$19,754","$26,802",19,0,0,7,8,74%,81%,0,0,0,62%,0,0,92%
0,100899,3,2,0,0,,0,282,13,0,0,1,2,$0,$0,8,0,0,,,0%,44%,0,0,0,22%,1,0,50%
0,100978,0,0,0,6,1,3,138,7,0,3,4,9,"$35,431","$41,204",17,0,0,6,6,86%,76%,0,0,0,53%,0,0,44%
0,101031,1,0,1,1,5,4,97,10,0,1,3,3,"$10,333","$25,055",4,12,0,1,1,41%,11%,2,0,13,16%,0,1,100%
0,101039,1,1,0,4,1,6,251,4,0,3,5,6,"$9,648","$10,695",14,1,0,3,4,90%,50%,2,1,3,38%,1,2,83%
0,101062,1,0,0,0,16,0,149,149,0,0,0,1,,,1,0,0,,,,50%,0,0,0,50%,0,0,0%
0,101076,0,0,0,0,16,0,211,5,0,2,2,7,"$14,450","$18,764",19,2,0,5,5,77%,41%,0,0,6,32%,0,0,29%
0,101102,1,0,0,0,,0,215,24,0,0,1,15,"$16,687","$25,451",28,0,0,4,8,66%,67%,0,0,3,50%,0,0,7%
0,101137,0,0,0,2,1,2,296,7,0,1,1,5,"$10,653","$10,608",18,1,0,3,3,100%,43%,0,0,2,24%,0,0,20%
0,101407,0,0,0,0,9,0,219,9,0,1,1,3,"$7,432","$8,700",6,1,0,2,2,85%,13%,3,0,1,38%,0,0,33%
0,101456,0,0,1,12,1,8,237,8,0,2,8,9,"$31,006","$35,011",19,2,2,5,5,89%,62%,0,2,2,43%,2,2,89%
0,101505,0,0,0,0,12,3,124,9,0,2,4,9,"$14,349","$18,292",17,0,0,4,5,78%,65%,0,0,0,53%,0,0,44%
0,101617,2,0,1,0,,0,241,4,0,2,3,6,"$10,024","$11,460",14,12,2,2,2,87%,31%,0,2,14,23%,2,2,50%
0,101691,0,0,0,4,6,0,10,10,0,1,1,1,$0,$500,1,0,0,,,0%,100%,0,0,0,100%,0,0,100%
0,101752,0,0,0,4,1,3,123,6,0,6,7,13,"$2,427","$49,643",27,0,0,0,0,5%,63%,1,0,0,41%,0,0,54%
0,101793,0,0,0,1,0,2,143,14,0,0,3,8,"$10,084","$29,351",17,0,0,0,0,34%,56%,0,0,0,44%,0,0,38%
0,101800,1,1,0,11,1,9,60,4,0,1,1,2,$112,$191,1,1,1,1,1,59%,50%,0,1,1,100%,1,1,50%
0,101814,0,0,0,3,1,3,170,1,1,1,2,11,"$31,426","$36,763",28,0,0,6,7,85%,50%,3,0,0,37%,0,0,18%
0,101817,0,0,0,1,1,2,120,1,1,4,7,9,"$39,465","$65,358",20,0,0,3,4,60%,57%,1,0,0,43%,0,0,78%
0,101829,1,0,0,1,2,0,110,7,0,3,5,9,"$9,172","$11,680",20,4,0,3,3,79%,46%,1,1,9,38%,1,1,56%
0,101880,7,0,1,2,1,1,155,67,0,0,0,1,"$1,433","$2,142",4,2,0,0,1,67%,17%,0,0,4,17%,0,0,0%
0,101970,1,1,0,4,1,12,161,6,0,2,6,8,"$44,439","$52,204",25,0,0,4,6,85%,48%,3,0,2,32%,0,0,75%
0,102007,0,0,0,5,1,4,140,2,1,2,3,6,"$13,512","$24,352",13,0,0,1,2,55%,47%,0,0,1,40%,0,0,50%
0,102049,0,0,0,4,1,4,298,31,0,0,0,9,"$23,081","$36,035",15,1,1,5,6,64%,47%,0,1,1,53%,1,1,0%
0,102068,0,0,0,9,2,15,73,3,1,2,5,6,"$9,054","$12,033",15,1,1,2,4,75%,65%,0,1,2,35%,1,1,83%
0,102079,9,8,1,5,1,5,107,4,0,2,4,5,"$15,538","$18,059",6,1,1,3,3,86%,56%,0,1,1,56%,8,1,80%
0,102165,0,0,0,1,5,0,234,25,0,0,0,12,"$28,005","$32,393",17,1,1,6,6,86%,70%,0,1,1,60%,1,1,0%
0,102261,0,0,0,0,18,0,31,22,0,0,2,4,"$3,233","$4,100",4,0,0,1,2,79%,80%,0,0,0,80%,0,0,50%
0,102309,5,5,0,3,0,4,208,6,0,3,9,10,"$32,955","$37,663",21,1,1,6,7,88%,40%,3,1,3,40%,4,1,90%
0,102324,0,0,0,3,3,7,201,8,0,2,4,7,"$49,638","$54,362",11,0,0,3,3,91%,54%,1,1,4,54%,1,1,57%
0,102445,1,1,0,1,2,2,219,8,0,3,7,11,"$41,446","$51,721",17,3,1,6,7,80%,70%,0,1,3,55%,2,1,64%
0,102511,0,0,0,4,0,2,322,20,0,0,1,11,"$52,849","$72,141",23,0,0,9,10,73%,39%,3,0,0,48%,0,0,9%
0,102556,2,1,0,1,5,0,376,29,0,0,0,8,"$9,946","$20,404",10,2,1,1,3,49%,40%,2,2,5,53%,3,3,0%
0,102624,0,0,0,6,1,2,108,4,0,6,6,9,"$31,230","$60,622",29,0,0,2,4,52%,55%,0,0,0,29%,0,0,67%
0,102748,0,0,0,2,0,1,88,29,0,0,0,5,"$9,181","$12,174",5,0,0,2,3,75%,80%,0,0,0,100%,0,0,0%
0,102753,0,0,0,1,1,1,274,2,1,5,5,10,"$27,221","$34,812",21,0,0,4,5,78%,43%,2,2,3,43%,2,3,50%
0,102819,0,0,0,2,2,1,287,2,2,3,3,13,"$16,889","$63,147",18,0,0,2,2,27%,64%,0,0,0,59%,0,0,23%
0,102852,1,0,0,3,3,4,45,5,0,1,1,1,$821,$880,2,0,0,1,1,93%,67%,0,0,0,33%,1,0,100%
0,102890,0,0,0,0,,0,141,14,0,0,3,5,"$11,078","$12,039",7,0,0,4,5,92%,14%,3,0,0,71%,0,0,60%
0,103009,4,2,1,8,1,14,106,4,0,6,12,9,"$26,665","$30,948",23,3,2,7,7,86%,67%,0,2,3,33%,2,2,133%
0,103038,0,0,0,7,0,1,118,1,2,3,8,17,"$56,772","$70,452",21,0,0,6,12,81%,65%,0,0,0,65%,0,0,47%
0,103112,11,10,0,1,1,0,159,56,0,0,0,4,"$4,531","$25,163",9,0,0,1,1,18%,44%,0,0,0,44%,3,0,0%
0,103168,13,1,0,6,0,12,126,6,0,1,2,2,$0,$0,6,4,3,,,0%,27%,0,4,6,18%,8,4,100%
0,103203,1,1,0,3,3,0,95,13,0,0,8,5,"$2,035","$6,607",11,0,0,1,1,31%,50%,0,0,3,36%,0,0,160%
0,103358,0,0,0,0,24,0,17,17,0,0,1,1,"$6,326","$8,732",1,0,0,0,1,72%,100%,0,0,0,100%,0,0,100%
0,103393,3,1,0,1,4,1,199,7,0,2,6,9,"$24,748","$41,098",12,1,0,2,5,60%,53%,2,0,4,47%,0,1,67%
0,103462,0,0,0,4,0,7,175,3,1,4,10,14,"$38,153","$47,462",26,0,0,6,9,80%,65%,0,0,6,54%,0,0,71%
0,103607,0,0,0,3,2,2,168,13,0,0,8,11,"$48,214","$64,170",27,0,0,7,7,75%,38%,3,0,0,34%,0,0,73%
0,103645,6,3,0,7,0,1,8,7,0,2,2,2,$624,$900,2,0,0,1,2,69%,100%,0,0,0,100%,0,0,100%
0,103795,1,1,0,6,1,6,148,3,1,2,5,3,"$1,120","$1,256",4,2,1,1,2,89%,20%,2,1,3,30%,2,2,167%
0,103910,0,0,0,1,1,2,342,14,0,0,2,8,"$24,356","$32,793",16,2,2,1,5,74%,56%,0,2,3,44%,2,2,25%
0,103932,2,0,1,2,6,3,127,4,0,1,2,1,$0,$0,6,7,2,,,0%,29%,0,2,7,7%,2,2,200%
0,104013,1,0,0,3,1,3,227,2,2,4,6,12,"$32,124","$59,751",21,0,0,5,5,54%,63%,0,0,0,50%,0,0,50%
0,104129,18,18,0,8,0,11,150,3,1,1,2,12,"$33,384","$53,186",20,1,1,7,9,63%,33%,3,2,6,50%,19,4,17%
0,104135,0,0,0,0,8,2,105,13,0,0,4,7,"$4,530","$11,862",8,3,2,3,4,38%,9%,3,4,5,64%,4,5,57%
0,104169,0,0,0,0,,0,96,11,0,1,1,1,"$4,417","$5,000",3,0,0,1,1,88%,33%,0,0,0,33%,0,0,100%
0,104191,1,0,1,1,1,0,106,31,0,0,0,1,$0,$0,3,4,1,0,0,0%,14%,0,1,4,14%,1,1,0%
0,104284,1,0,1,8,1,7,308,4,0,4,5,11,"$32,031","$40,339",18,10,5,5,6,79%,52%,0,5,13,35%,5,5,45%
0,104308,0,0,0,7,0,9,130,2,2,3,3,5,"$18,599","$32,798",7,0,0,1,3,57%,44%,0,1,1,56%,1,1,60%
0,104352,0,0,0,1,6,2,163,5,0,1,3,7,"$24,016","$45,076",13,0,0,3,3,53%,73%,0,0,0,47%,0,0,43%
0,104353,0,0,0,0,,0,98,5,0,5,7,8,"$26,436","$29,898",13,0,0,5,5,88%,62%,2,0,1,62%,0,1,88%
0,104356,0,0,0,0,14,3,150,3,1,1,5,5,"$5,967","$9,457",5,0,0,1,3,63%,43%,1,0,1,71%,0,0,100%
0,104361,0,0,0,2,5,0,108,6,0,4,6,14,"$20,976","$75,638",29,0,0,1,2,28%,70%,0,1,1,47%,1,1,43%
0,104388,0,0,0,0,7,1,67,3,2,3,4,9,"$4,287","$7,553",15,0,0,2,3,57%,75%,1,0,1,56%,0,0,44%
0,104405,0,0,0,0,24,1,157,23,0,0,2,6,"$1,218","$4,003",20,0,0,1,2,30%,62%,0,0,0,29%,0,0,33%
0,104526,3,1,0,6,1,7,320,16,0,0,1,2,"$42,067","$47,828",10,2,0,1,1,88%,21%,2,0,4,14%,0,1,50%
0,104564,1,1,0,11,1,1,97,5,0,2,3,13,"$12,735","$17,805",19,4,4,3,5,72%,58%,2,4,5,50%,4,5,23%
0,104631,0,0,0,3,2,2,202,4,0,1,1,3,"$13,245","$22,849",5,5,0,2,2,58%,27%,0,0,6,27%,0,0,33%
0,104666,4,3,0,1,0,2,16,16,0,0,1,1,$769,$860,1,0,0,1,1,89%,100%,0,0,0,100%,0,0,100%
0,104693,1,0,0,2,1,1,83,5,0,4,5,5,"$2,988","$3,292",7,2,0,4,4,91%,67%,0,0,2,56%,1,0,100%
0,104743,1,1,0,15,0,9,53,2,1,2,3,3,"$28,226","$30,965",3,1,0,1,2,91%,60%,0,0,1,60%,1,0,100%
0,104785,2,0,0,6,1,6,121,11,0,1,4,13,"$1,699","$40,984",21,0,0,0,0,4%,74%,1,0,0,57%,2,0,31%
0,104789,0,0,0,2,0,1,49,15,0,0,4,9,"$8,304","$13,445",9,0,0,2,4,62%,73%,0,1,1,82%,1,1,44%
0,104794,0,0,0,5,1,2,232,3,1,2,3,9,"$29,669","$31,074",23,3,0,7,7,95%,62%,0,0,12,31%,0,0,33%
0,104808,0,0,0,0,24,0,209,2,1,2,5,9,"$21,780","$48,516",15,0,0,0,2,45%,47%,0,0,0,47%,0,0,56%
0,104950,4,1,0,1,4,3,112,6,0,1,2,3,"$9,292","$13,361",4,0,0,1,2,70%,50%,2,0,1,75%,0,1,67%
0,104997,1,1,0,5,1,4,141,11,0,1,2,11,"$19,814","$23,557",23,0,0,6,8,84%,50%,2,1,3,42%,1,2,18%
0,105036,0,0,0,5,1,3,227,25,0,0,0,7,"$12,979","$40,422",21,2,0,2,2,32%,38%,0,1,2,27%,1,1,0%
0,105047,3,0,1,0,,0,75,5,0,2,2,4,$796,"$8,383",5,5,2,1,1,10%,50%,0,2,6,40%,3,2,50%
0,105063,0,0,0,4,3,11,195,5,0,3,9,13,"$51,979","$74,010",20,4,4,7,7,70%,65%,0,4,5,50%,4,4,69%
0,105096,1,1,0,3,2,3,99,2,1,1,3,8,"$26,293","$36,422",11,0,0,4,6,72%,53%,2,0,1,53%,1,1,38%
0,105220,11,11,0,18,0,23,65,3,1,5,12,4,"$5,418","$6,264",22,1,1,3,4,86%,46%,0,1,1,14%,5,1,300%
0,105270,1,1,0,2,2,3,150,5,0,1,3,7,"$19,618","$26,443",13,3,0,4,6,74%,39%,1,0,4,39%,0,0,43%
0,105273,0,0,0,3,0,1,242,16,0,0,3,12,"$13,751","$45,402",20,0,0,2,2,30%,73%,0,0,0,55%,0,0,25%
0,105373,0,0,0,0,22,0,155,2,1,1,4,9,"$6,997","$22,048",14,0,0,3,5,32%,38%,3,1,3,56%,1,2,44%
0,105383,0,0,0,4,1,4,264,4,0,3,5,15,"$62,980","$109,758",32,0,0,3,4,57%,51%,0,0,0,41%,0,0,33%
0,105385,0,0,0,8,1,20,280,2,1,3,4,7,"$5,723","$11,135",13,3,3,1,1,51%,41%,0,3,5,41%,3,3,57%
0,105437,0,0,0,2,1,2,285,11,0,1,3,12,"$51,687","$65,796",19,0,0,8,8,79%,71%,0,0,0,57%,0,0,25%
0,105481,0,0,0,5,1,15,213,4,0,3,10,16,"$22,710","$47,830",32,0,0,3,7,47%,59%,0,0,1,47%,0,0,63%
0,105509,0,0,0,3,0,1,227,10,0,1,3,8,"$3,914","$36,080",12,0,0,0,0,11%,69%,2,0,1,62%,0,1,38%
0,105525,0,0,0,1,2,3,317,7,0,1,8,21,"$54,218","$132,032",35,0,0,2,5,41%,71%,0,0,0,55%,0,0,38%
0,105541,0,0,0,3,2,2,81,7,0,4,6,13,"$43,961","$49,822",10,1,1,9,10,88%,56%,0,1,1,72%,1,1,46%
0,105698,0,0,0,3,2,2,186,10,0,1,2,10,"$20,574","$40,008",17,0,0,1,3,51%,53%,0,0,1,53%,0,0,20%
0,105720,2,2,0,2,1,3,82,5,0,1,2,4,"$3,370","$5,436",6,1,1,3,3,62%,29%,0,1,2,57%,1,1,50%
0,105787,0,0,0,5,0,7,309,5,0,5,10,18,"$39,692","$53,401",38,0,0,8,9,74%,63%,2,0,1,45%,0,1,56%
0,105807,1,0,0,4,1,0,103,2,2,4,5,10,"$13,122","$24,422",10,3,2,3,3,54%,29%,0,3,5,59%,4,3,50%
0,106073,2,0,1,4,1,3,117,2,2,4,4,10,"$14,501","$26,908",8,11,2,6,7,54%,26%,0,2,11,43%,2,2,40%
0,106075,0,0,0,1,0,2,353,9,0,1,3,15,"$29,328","$45,145",25,1,0,7,9,65%,74%,2,0,2,56%,0,1,20%
0,106114,0,0,0,6,1,0,215,13,0,0,2,13,"$26,850","$41,610",26,0,0,4,5,65%,66%,1,0,1,45%,0,0,15%
0,106116,0,0,0,0,,0,78,2,1,5,11,19,"$27,022","$83,182",20,0,0,2,4,32%,95%,0,0,0,90%,0,0,58%
0,106123,0,0,0,0,,0,102,41,0,0,0,4,"$6,882","$14,221",8,0,0,1,1,48%,50%,0,0,1,50%,0,0,0%
0,106347,0,0,0,0,8,0,245,13,0,0,3,9,"$20,053","$23,872",20,2,1,4,5,84%,40%,1,2,5,36%,2,2,33%
0,106414,1,0,1,10,1,5,120,13,0,0,2,5,"$3,612","$6,406",8,9,9,2,3,56%,47%,0,9,9,29%,9,9,40%
0,106435,15,9,1,4,1,1,79,3,1,1,1,1,$150,$350,2,1,0,0,0,43%,0%,0,0,2,25%,4,0,100%
0,106436,1,0,1,4,1,3,338,6,0,1,3,6,"$3,406","$2,278",6,4,3,1,3,150%,60%,0,3,4,60%,3,3,50%
0,106479,0,0,0,3,1,1,228,11,0,1,3,7,"$27,565","$32,150",6,1,1,1,1,86%,71%,2,1,2,100%,1,2,43%
0,106482,1,1,0,3,0,2,133,8,0,1,6,8,"$6,518","$8,594",13,0,0,4,5,76%,62%,1,0,0,62%,1,0,75%
0,106496,1,1,0,1,4,0,221,6,0,2,3,18,"$12,722","$17,132",26,0,0,5,7,74%,57%,3,0,4,60%,1,0,17%
0,106564,2,2,0,6,1,5,301,9,0,1,2,6,"$32,880","$35,657",11,0,0,4,4,92%,42%,1,1,3,50%,2,1,33%
0,106635,1,1,0,0,,0,300,217,0,0,0,1,,,2,0,0,,,,33%,2,0,1,33%,1,1,0%
0,106649,0,0,0,3,0,2,528,15,0,0,5,13,"$22,084","$68,973",19,0,0,2,2,32%,62%,0,0,0,62%,0,0,38%
0,106721,1,1,0,0,11,1,108,10,0,1,1,2,$0,"$1,000",2,0,0,,,0%,100%,0,0,0,100%,1,0,50%
0,106731,0,0,0,2,3,0,179,3,1,3,5,10,"$17,028","$24,397",25,0,0,3,3,70%,52%,0,0,0,37%,0,0,50%
0,106793,0,0,0,1,0,6,52,2,1,4,4,5,"$10,554","$13,070",6,0,0,2,3,81%,56%,0,0,0,56%,0,0,80%
0,106844,0,0,0,1,2,1,135,3,1,2,4,10,"$21,242","$45,880",21,0,0,2,3,46%,57%,0,0,0,43%,0,0,40%
0,106903,0,0,0,3,1,2,80,9,0,1,2,9,"$17,705","$20,772",15,0,0,6,7,85%,31%,3,0,0,56%,0,0,22%
0,106908,2,0,0,9,1,5,229,11,0,1,2,5,"$9,376","$16,126",10,4,4,0,2,58%,47%,1,4,5,33%,6,4,40%
0,106920,0,0,0,7,1,6,288,3,1,4,9,19,"$42,831","$80,691",30,0,0,3,7,53%,77%,0,0,0,61%,0,0,47%
0,107020,1,1,0,2,1,4,360,5,0,1,2,3,"$12,088","$27,424",10,0,0,1,1,44%,27%,3,1,2,27%,2,1,67%
0,107117,0,0,0,2,1,2,247,2,1,2,5,7,"$19,220","$38,302",9,0,0,1,3,50%,80%,0,0,0,70%,0,0,71%
0,107134,0,0,0,7,1,7,143,3,1,6,7,15,"$49,692","$92,578",24,0,0,7,9,54%,63%,0,0,0,56%,0,0,47%
0,107150,0,0,0,2,1,3,396,8,0,3,4,12,"$18,746","$86,434",22,0,0,2,3,22%,50%,0,0,0,50%,0,0,33%
0,107209,1,0,0,3,0,1,169,5,0,2,5,11,"$25,658","$28,252",27,0,0,7,8,91%,57%,0,0,1,39%,0,0,45%
0,107219,1,1,0,5,0,0,137,1,1,3,5,7,$427,"$2,617",10,0,0,0,1,16%,83%,0,0,1,58%,1,0,71%
0,107306,1,1,1,2,1,4,155,40,0,0,0,2,"$4,132","$10,573",3,4,1,0,0,39%,43%,0,1,4,29%,1,1,0%
0,107309,12,12,0,1,2,2,63,1,1,1,3,5,"$26,131","$24,224",2,3,3,4,5,108%,17%,0,4,4,83%,16,4,60%
0,107341,2,0,0,3,2,0,151,3,1,2,2,5,"$1,052","$2,145",7,1,1,1,2,49%,63%,0,1,1,63%,2,1,40%
0,107365,1,0,0,1,2,7,112,2,1,2,8,10,"$11,097","$25,462",13,5,1,4,4,44%,57%,0,1,5,48%,1,1,80%
0,107415,0,0,0,0,16,0,259,6,0,1,3,8,"$42,675","$51,079",13,0,0,6,7,84%,69%,0,0,0,62%,0,0,38%
0,107484,1,0,1,3,2,6,35,13,0,0,2,2,$133,"$2,258",3,0,0,0,0,6%,67%,0,0,0,67%,0,0,100%
0,107534,1,1,0,3,1,2,129,21,0,0,1,3,"$2,645","$17,033",3,0,0,0,0,16%,75%,0,0,0,75%,1,0,33%
0,107598,1,0,1,9,1,8,135,13,0,0,3,3,$0,$0,5,3,1,0,0,0%,44%,0,1,5,33%,1,1,100%
0,107749,0,0,0,2,1,2,133,24,0,0,1,6,"$12,224","$25,735",8,1,0,3,3,48%,45%,2,1,3,55%,1,2,17%
0,107788,0,0,0,2,1,1,141,3,1,3,4,9,"$15,190","$16,416",14,1,1,8,8,93%,69%,0,1,4,56%,1,1,44%
0,107913,1,1,0,0,11,1,86,11,0,1,1,1,"$4,515","$5,877",3,1,0,1,1,77%,40%,0,0,2,20%,1,0,100%
0,107948,1,0,1,14,2,12,163,5,0,4,6,8,"$23,168","$26,978",11,7,1,7,7,86%,33%,0,1,8,38%,1,1,75%
0,107972,2,1,1,20,1,21,175,14,0,0,3,10,"$48,666","$63,222",8,11,5,5,8,77%,22%,2,5,12,43%,6,6,30%
0,108052,0,0,0,3,0,1,181,18,0,0,5,18,"$79,418","$100,311",19,0,0,12,14,79%,82%,0,0,0,82%,0,0,28%
0,108078,0,0,1,1,2,2,36,32,0,0,0,2,$0,$61,3,2,2,,,0%,50%,0,2,3,33%,2,2,0%
0,108180,1,0,1,2,1,7,269,8,0,2,4,4,"$4,485","$7,284",5,1,0,1,2,62%,67%,0,0,1,67%,0,0,100%
0,108198,4,2,0,1,6,0,100,16,0,0,1,1,"$9,289","$15,924",2,0,0,0,1,58%,0%,2,0,2,50%,2,1,100%
0,108211,1,0,0,7,1,9,83,9,0,3,6,9,"$19,562","$21,607",13,0,0,5,5,91%,86%,0,0,0,64%,0,0,67%
0,108263,3,0,0,0,11,2,441,10,0,2,4,8,"$36,010","$64,014",19,0,0,1,1,56%,60%,0,0,0,40%,1,0,50%
0,108308,0,0,0,8,1,7,289,6,0,3,9,15,"$37,838","$54,046",22,1,0,7,11,70%,55%,3,1,2,52%,1,2,60%
0,108310,1,0,0,7,3,7,79,5,0,2,4,14,"$11,987","$20,441",20,0,0,4,5,59%,50%,1,0,0,54%,0,0,29%
0,108312,0,0,0,3,1,2,120,8,0,4,4,11,"$10,694","$23,474",18,0,0,2,2,46%,47%,3,0,3,58%,0,2,36%
0,108316,3,3,0,0,8,3,281,10,0,1,3,5,"$6,476","$7,074",13,0,0,4,4,92%,38%,1,0,1,38%,0,0,60%
0,108406,0,0,0,5,1,5,195,24,0,0,1,4,"$7,881","$11,083",10,0,0,1,3,71%,20%,1,2,2,40%,2,2,25%
0,108452,0,0,0,3,0,4,154,2,1,2,3,11,"$16,053","$28,568",23,1,0,3,4,56%,54%,3,0,6,39%,0,1,27%
0,108496,14,14,0,0,,0,80,32,0,0,0,1,$0,$0,5,0,0,,,0%,40%,0,0,1,20%,5,0,0%
0,108577,0,0,0,2,1,5,141,6,0,2,5,9,"$9,262","$21,823",20,0,1,5,5,42%,21%,3,1,3,38%,1,2,56%
0,108631,3,2,1,2,2,9,212,5,0,2,7,5,"$12,623","$14,646",19,14,0,2,3,86%,37%,0,1,19,14%,2,1,140%
0,108704,1,1,0,1,1,1,213,30,0,0,0,,,,1,0,0,,,,0%,2,0,2,,1,1,
0,108747,0,0,0,9,1,2,98,2,2,5,5,17,"$35,557","$37,300",22,1,0,14,15,95%,34%,0,6,7,59%,6,6,29%
0,108791,1,0,0,4,1,7,187,3,2,3,8,13,"$55,989","$82,246",24,0,0,6,9,68%,52%,0,0,5,45%,1,0,62%
0,108851,6,5,0,7,0,2,287,17,0,0,2,9,"$19,735","$34,872",8,9,4,6,6,57%,47%,0,4,10,53%,7,4,22%
0,108868,0,0,0,7,0,3,175,28,0,0,0,5,"$8,450","$12,424",13,0,0,2,2,68%,43%,0,1,1,36%,1,1,0%
0,108889,5,3,1,1,1,3,83,5,0,3,4,5,"$15,175","$19,476",6,1,0,2,2,78%,71%,0,0,1,71%,3,0,80%
0,109040,0,0,0,5,1,9,97,2,2,6,7,9,"$7,647","$16,174",13,1,0,1,1,47%,50%,0,0,1,50%,0,0,78%
0,109184,1,0,1,1,2,5,129,9,0,1,6,5,"$22,205","$25,741",10,9,0,2,3,86%,36%,0,0,9,23%,0,0,120%
0,109289,1,1,0,3,1,0,306,2,1,1,1,2,$150,$350,4,0,0,0,0,43%,20%,0,0,1,40%,0,0,50%
0,109320,2,1,1,9,0,8,224,3,1,3,5,5,"$20,375","$21,851",7,7,0,3,4,93%,36%,0,0,8,36%,0,0,100%
0,109359,0,0,0,0,,0,203,10,0,1,2,8,"$5,998","$8,662",17,0,0,3,3,69%,65%,0,0,6,47%,0,0,25%
0,109416,0,0,0,1,1,1,300,34,0,0,0,12,"$31,129","$41,262",19,0,0,3,8,75%,68%,0,0,0,63%,0,0,0%
0,109426,1,0,0,7,1,5,305,8,0,3,3,7,"$29,345","$54,928",18,0,0,2,3,53%,26%,3,0,4,30%,0,0,43%
0,109591,0,0,0,4,1,3,229,9,0,1,3,9,$592,"$14,955",16,1,1,0,1,4%,67%,0,1,3,50%,1,1,33%
0,109657,2,1,0,17,0,12,45,8,0,2,4,6,"$15,731","$23,267",5,0,0,1,3,68%,40%,0,0,0,60%,2,0,67%
0,109686,0,0,0,3,5,0,135,5,0,2,4,7,"$30,609","$33,660",12,0,0,4,4,91%,50%,0,0,1,58%,0,0,57%
0,109769,2,2,0,5,1,8,169,25,0,0,0,7,"$5,601","$8,509",4,8,9,3,3,66%,17%,0,10,10,58%,12,10,0%
0,109819,0,0,0,4,0,5,89,12,0,1,4,10,"$23,973","$37,124",17,0,0,3,7,65%,63%,0,0,1,53%,0,0,40%
0,109829,1,1,0,4,4,1,166,5,0,3,7,8,"$17,401","$21,230",10,0,0,5,6,82%,57%,1,0,0,57%,1,0,88%
0,109835,3,2,1,5,1,3,93,9,0,2,2,5,"$18,105","$20,306",5,3,0,3,3,89%,63%,0,0,3,63%,1,0,40%
0,109874,2,0,1,3,1,2,103,13,0,0,1,4,"$16,206","$21,936",3,7,3,2,3,74%,20%,0,3,7,40%,3,3,25%
0,109894,0,0,0,0,9,0,342,342,0,0,0,1,"$1,582","$11,500",2,0,0,0,0,14%,100%,0,0,0,50%,0,0,0%
0,109967,1,1,0,4,1,1,202,5,0,1,2,10,"$23,476","$27,839",15,1,0,4,4,84%,67%,0,0,1,56%,1,0,20%
0,110052,0,0,0,1,1,2,124,2,1,4,5,8,"$16,718","$24,273",14,1,0,2,3,69%,21%,3,0,3,33%,0,0,63%
0,110146,0,0,0,2,2,2,220,2,1,1,5,6,"$7,520","$10,419",17,0,0,3,3,72%,35%,0,0,0,30%,0,0,83%
0,110237,0,0,0,3,1,1,325,7,0,3,6,12,"$15,624","$20,471",24,1,0,6,7,76%,46%,2,0,1,43%,0,1,50%
0,110274,0,0,0,0,,0,288,9,0,2,9,18,"$55,094","$73,420",33,0,0,9,9,75%,59%,0,0,0,53%,0,0,50%
0,110517,1,1,0,0,14,0,116,3,1,3,4,4,"$18,706","$20,421",9,1,0,2,3,92%,42%,2,0,3,33%,0,1,100%
